# Copyright (c) 1966-2021 Johns Hopkins University. Use of this file adheres to the terms specified at https://omim.org/help/agreement.
# Generated: 2021-08-29
# Phenotypic Series Number	MIM Number	Phenotype
PS100070	Aortic aneurysm, familial abdominal
PS309530	300577	Mental retardation, X-linked 91
PS309530	300659	Intellectual developmental disorder, X-linked 93
PS309530	300699	Intellectual developmental disorder, X-linked, syndromic, Wu type
PS309530	300705	Xp11.22 microduplication syndrome
PS309530	300716	Mental retardation, X-linked 95
PS309530	300802	Intellectual developmental disorder, X-linked 96
PS309530	300803	Intellectual developmental disorder, X-linked 97
PS309530	300844	Intellectual developmental disorder, X-linked 19
PS309530	300848	Mental retardation, X-linked 89
PS309530	300849	Intellectual developmental disorder, X-linked 41
PS309530	300850	Intellectual developmental disorder, X-linked 90
PS309530	300851	Mental retardation, X-linked 92
PS309530	300852	Mental retardation, X-linked 88
PS309530	300912	Intellectual developmental disorder, X-linked 98
PS309530	300919	Intellectual developmental disorder, X-linked 99
PS309530	300923	?Intellectual developmental disorder, X-linked 100
PS309530	300928	?Intellectual developmental disorder, X-linked 101
PS309530	300957	Intellectual developmental disorder, X-linked 12
PS309530	300968	Intellectual developmental disorder, X-linked 99, syndromic, female-restricted
PS309530	300978	Tonne-Kalscheuer syndrome
PS309530	300982	Intellectual developmental disorder, X-linked 103
PS309530	300983	Intellectual developmental disorder, X-linked 104
PS309530	300984	Intellectual developmental disorder, X-linked 105
PS309530	300997	Intellectual developmental disorder, X-linked 106
PS309530	301013	?Intellectual developmental disorder, X-linked 107
PS309530	301024	Intellectual developmental disorder, X-linked 108
PS309530	309530	Intellectual developmental disorder, X-linked 1
PS309530	309541	Mental retardation, X-linked 3 (methylmalonic acidemia and homocysteinemia, cblX type )
PS309530	309549	Intellectual developmental disorder, X-linked 9
PS309800	Microphthalmia, syndromic
PS309800	206900	Microphthalmia, syndromic 3
PS309800	206900	Optic nerve hypoplasia and abnormalities of the central nervous system
PS309800	300166	Microphthalmia, syndromic 2
PS309800	300915	?Microphthalmia, syndromic 13
PS309800	309800	Microphthalmia, syndromic 1
PS309800	309801	Linear skin defects with multiple congenital anomalies 1
PS309800	601186	Microphthalmia, syndromic 9
PS309800	601186	Microphthalmia, isolated, with coloboma 8
PS309800	601349	Microphthalmia, syndromic 8
PS309800	607932	Microphthalmia, syndromic 6
PS309800	610125	Retinal dystrophy, early-onset, with or without pituitary dysfunction
PS309800	610125	Microphthalmia, syndromic 5
PS309800	611222	Microphthalmia, syndromic 10
PS309800	614402	?Microphthalmia, syndromic 11
PS309800	615145	Microphthalmia, syndromic 15
PS309800	615145	?Microphthalmia, isolated, with coloboma 9
PS309800	615524	Microphthalmia, syndromic 12
PS309800	615877	Microphthalmia/coloboma and skeletal dysplasia syndrome
PS309801	Linear skin defects with multiple congenital anomalies
PS309801	300887	Linear skin defects with multiple congenital anomalies 2
PS309801	300952	Linear skin defects with multiple congenital anomalies 3
PS309801	309801	Linear skin defects with multiple congenital anomalies 1
PS310300	Emery-Dreifuss muscular dystrophy
PS310300	181350	Emery-Dreifuss muscular dystrophy 2, autosomal dominant
PS310300	300696	Myopathy, X-linked, with postural muscle atrophy
PS310300	300696	Emery-Dreifuss muscular dystrophy 6, X-linked
PS310300	310300	Emery-Dreifuss muscular dystrophy 1, X-linked
PS310300	612998	Emery-Dreifuss muscular dystrophy 4, autosomal dominant
PS310300	612999	Emery-Dreifuss muscular dystrophy 5, autosomal dominant
PS310300	614302	Emery-Dreifuss muscular dystrophy 7, AD
PS310300	616516	Emery-Dreifuss muscular dystrophy 3, autosomal recessive
PS310500	Night blindness, congenital stationary
PS310500	163500	Night blindness, congenital stationary, autosomal dominant 2
PS310500	257270	Night blindness, congenital stationary (complete), 1B, autosomal recessive
PS310500	258100	Oguchi disease-1
PS310500	300071	Night blindness, congenital stationary (incomplete), 2A, X-linked
PS310500	310500	Night blindness, congenital stationary (complete), 1A, X-linked
PS310500	610444	Night blindness, congenital stationary, autosomal dominant 3
PS310500	610445	Night blindness, congenital stationary, autosomal dominant 1
PS310500	613216	Night blindness, congenital stationary (complete), 1C, autosomal recessive
PS310500	613411	Oguchi disease-2
PS310500	613830	Night blindness, congenital stationary (complete), 1D, autosomal recessive
PS310500	614565	Night blindness, congenital stationary (complete), 1E, autosomal recessive
PS310500	615058	Night blindness, congenital stationary (complete), 1F, autosomal recessive
PS310500	616389	Night blindness, congenital stationary, type 1G
PS310500	617024	Night blindness, congenital stationary, type 1H
PS310500	618555	Night blindness, congenital stationary, type 1I
PS310700	Nystagmus, congenital
PS310700	164100	Nystagmus 2, congenital, autosomal dominant
PS310700	193003	Nystagmus 4, congenital, autosomal dominant
PS310700	257400	?Nystagmus, congenital, autosomal recessive
PS310700	300589	Nystagmus 5, congenital, X-linked
PS310700	300814	Nystagmus 6, congenital, X-linked
PS310700	310700	Nystagmus 1, congenital, X-linked
PS310700	310700	Nystagmus, infantile periodic alternating, X-linked
PS310700	608345	Nystagmus 3, congenital, autosomal dominant
PS310700	614826	Nystagmus 7, congenital, autosomal dominant
PS311200	Orofaciodigital syndrome
PS311200	165590	Orofaciodigital syndrome X
PS311200	174300	Orofaciodigital syndrome V
PS311200	252100	Orofaciodigital syndrome II
PS311200	258850	Orofaciodigital syndrome III
PS311200	258860	Orofaciodigital syndrome IV
PS311200	258865	Orofaciodigital syndrome IX
PS311200	277170	Orofaciodigital syndrome VI
PS311200	300484	Orofaciodigital syndrome VIII
PS311200	311200	Orofaciodigital syndrome I
PS311200	608518	Orofaciodigital syndrome VII
PS311200	612913	Orofaciodigital syndrome XI
PS311200	615948	Orofaciodigital syndrome XIV
PS311200	617127	?Orofaciodigital syndrome XV
PS311200	617563	Orofaciodigital syndrome XVI
PS311200	617926	?Orofaciodigital syndrome XVII
PS311200	617927	?Orofaciodigital syndrome XVIII
PS311360	Premature ovarian failure
PS311360	300510	Premature ovarian failure 4
PS311360	300510	Ovarian dysgenesis 2
PS311360	300511	?Premature ovarian failure 2A
PS311360	300604	?Premature ovarian failure 2B
PS311360	311360	Premature ovarian failure 1
PS311360	608996	Premature ovarian failure 3
PS311360	611548	Premature ovarian failure 5
PS311360	612310	Premature ovarian failure 6
PS311360	612885	?Premature ovarian failure 10
PS311360	612964	Adrenocortical insufficiency
PS311360	612964	Premature ovarian failure 7
PS311360	615723	Premature ovarian failure 8
PS311360	615724	Premature ovarian failure 9
PS311360	616946	Premature ovarian failure 11
PS311360	616947	?Premature ovarian failure 12
PS311360	617442	?Premature ovarian failure 13
PS311360	618014	?Premature ovarian failure 14
PS311360	618096	?Premature ovarian failure 15
PS311360	618723	?Premature ovarian failure 16
PS311360	619146	?Premature ovarian failure 17
PS311360	619203	?Premature ovarian failure 18
PS311360	619245	Premature ovarian failure 19
PS312080	Leukodystrophy, hypomyelinating
PS312080	260600	Leukodystrophy, hypomyelinating, 3
PS312080	312080	Pelizaeus-Merzbacher disease
PS312080	607694	Leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism
PS312080	608804	Leukodystrophy, hypomyelinating, 2
PS312080	610532	Leukodystrophy, hypomyelinating, 5
PS312080	612233	Leukodystrophy, hypomyelinating, 4
PS312080	612438	Leukodystrophy, hypomyelinating, 6
PS312080	614381	Leukodystrophy, hypomyelinating, 8, with or without oligodontia and/or hypogonadotropic hypogonadism
PS312080	616140	Leukodystrophy, hypomyelinating, 9
PS312080	616420	Leukodystrophy, hypomyelinating, 10
PS312080	616494	Leukodystrophy, hypomyelinating, 11
PS312080	616683	Leukodystrophy, hypomyelinating, 12
PS312080	616881	Leukodystrophy, hypomyelinating, 13
PS312080	617899	Leukodystrophy, hypomyelinating, 14
PS312080	617951	Leukodystrophy, hypomyelinating, 15
PS312080	617964	Leukodystrophy, hypomyelinating, 16
PS312080	618006	Leukodystrophy, hypomyelinating, 17
PS312080	618404	Leukodystrophy, hypomyelinating, 18
PS312080	618688	Leukodystrophy, hypomyelinating, 19, transient infantile
PS312080	619071	?Leukodystrophy, hypomyelinating, 20
PS312080	619310	Leukodystrophy, hypomyelinating, 21
PS312080	619328	Leukodystrophy, hypomyelinating, 22
PS312170	Pyruvate dehydrogenase complex deficiency
PS312170	245348	Pyruvate dehydrogenase E2 deficiency
PS312170	245349	Lacticacidemia due to PDX1 deficiency
PS312170	312170	Pyruvate dehydrogenase E1-alpha deficiency
PS312170	608782	Pyruvate dehydrogenase phosphatase deficiency
PS312170	614111	Pyruvate dehydrogenase E1-beta deficiency
PS312170	614462	Hyperglycinemia, lactic acidosis, and seizures
PS313900	Thrombocytopenia
PS313900	188000	Thrombocytopenia 2
PS313900	273900	Thrombocytopenia 3
PS313900	313900	Thrombocytopenia, X-linked
PS313900	313900	Thrombocytopenia, X-linked, intermittent
PS313900	612004	Thrombocytopenia 4
PS313900	616216	Thrombocytopenia 5
PS313900	616937	?Thrombocytopenia 6
PS313900	619130	Thrombocytopenia, autosomal dominant, 7
PS314580	Wieacker-Wolff syndrome
PS314580	301041	Wieacker-Wolff syndrome, female-restricted
PS314580	314580	Wieacker-Wolff syndrome
PS400043	Deafness, Y-linked
PS400043	400043	Deafness, Y-linked 1
PS400043	400047	?Deafness, Y-linked 2
PS400044	46,XY sex reversal
PS400044	154230	46XY sex reversal 4
PS400044	233420	46XY sex reversal 7
PS400044	273250	46, XY sex reversal 11
PS400044	300018	46XY sex reversal 2, dosage-sensitive
PS400044	400044	46XY sex reversal 1
PS400044	612965	46XY sex reversal 3
PS400044	613080	?46XY sex reversal 5
PS400044	613762	46XY sex reversal 6
PS400044	614279	46XY sex reversal 8
PS400044	614279	{46XY sex reversal 8, modifier of}
PS400044	616067	46XY sex reversal 9
PS400044	616425	46XY sex reversal 10
PS600118	Warburg micro syndrome
PS600118	600118	Warburg micro syndrome 1
PS600118	614222	Warburg micro syndrome 3
PS600118	614225	Warburg micro syndrome 2
PS600118	615663	Warburg micro syndrome 4
PS600131	Epilepsy, childhood absence
PS600131	600131	Epilepsy, childhood absence, 1
PS600131	607681	Febrile seizures, familial, 8
PS600131	607681	Epilepsy, generalized, with febrile seizures plus, type 3
PS600131	611136	{Epilepsy, juvenile myoclonic, susceptibility to, 5}
PS600131	611136	{Epilepsy, childhood absence, susceptibility to, 4}
PS600131	611942	{Epilepsy, childhood absence, susceptibility to, 6}
PS600131	611942	{Epilepsy, idiopathic generalized, susceptibility to, 6}
PS600131	612269	{Epilepsy, childhood absence, susceptibility to, 5}
PS600165	Nanophthalmos
PS600165	600165	Nanophthalmos-1
PS600165	609549	Nanophthalmos 2
PS600165	611897	Nanophthalmos 3
PS600165	615972	Nanophthalmos 4
PS600462	Myopathy, lactic acidosis, and sideroblastic anemia
PS600462	600462	Myopathy, lactic acidosis, and sideroblastic anemia 1
PS600462	613561	Myopathy, lactic acidosis, and sideroblastic anemia 2
PS600512	Epilepsy, familial temporal lobe
PS600512	600512	Epilepsy, familial temporal lobe, 1
PS600512	608096	Epilepsy, familial temporal lobe, 2
PS600512	611630	Epilepsy, familial temporal lobe, 3
PS600512	611631	Epilepsy, familial temporal lobe, 4
PS600512	614417	Epilepsy, familial temporal lobe, 5
PS600512	615697	Epilepsy, familial temporal lobe, 6
PS600512	616436	{Epilepsy, familial temporal lobe, 7}
PS600512	616461	?Epilepsy, familial temporal lobe, 8
PS600513	Epilepsy, nocturnal frontal lobe
PS600513	600513	Epilepsy, nocturnal frontal lobe, 1
PS600513	603204	Epilepsy, nocturnal frontal lobe, type 2
PS600513	605375	Epilepsy, nocturnal frontal lobe, 3
PS600513	610353	Epilepsy, nocturnal frontal lobe, type 4
PS600513	615005	Epilepsy nocturnal frontal lobe, 5
PS600630	UV-sensitive syndrome
PS600630	600630	UV-sensitive syndrome 1
PS600630	614621	UV-sensitive syndrome 2
PS600630	614640	UV-sensitive syndrome 3
PS600669	Epilepsy, idiopathic generalized
PS600669	600669	{Epilepsy, idiopathic generalized, susceptibility to, 1}
PS600669	604827	{Epilepsy, idiopathic generalized, susceptibility to, 7}
PS600669	604827	Epilepsy, juvenile myoclonic
PS600669	606972	{Epilepsy, idiopathic generalized, susceptibility to, 2}
PS600669	607628	{Epilepsy, juvenile absence, susceptibility to, 2}
PS600669	607628	{Epilepsy, idiopathic generalized, susceptibility to, 11}
PS600669	607628	{Epilepsy, juvenile myoclonic, susceptibility to, 8}
PS600669	607682	{Epilepsy, juvenile myoclonic, susceptibility to, 6}
PS600669	607682	{Epilepsy, idiopathic generalized, susceptibility to, 9}
PS600669	608762	{Epilepsy, idiopathic generalized, susceptibility to, 3}
PS600669	609750	{Epilepsy, idiopathic generalized, susceptibility to 4}
PS600669	611136	{Epilepsy, childhood absence, susceptibility to, 4}
PS600669	611136	{Epilepsy, juvenile myoclonic, susceptibility to, 5}
PS600669	611934	{Epilepsy, idiopathic generalized, susceptibility to, 5}
PS600669	611942	{Epilepsy, childhood absence, susceptibility to, 6}
PS600669	611942	{Epilepsy, idiopathic generalized, susceptibility to, 6}
PS600669	612899	{Epilepsy idiopathic generalized, susceptibility to, 8}
PS600669	613060	{Epilepsy, generalized, with febrile seizures plus, type 5, susceptibility to}
PS600669	613060	{Epilepsy, juvenile myoclonic, susceptibility to}
PS600669	613060	{Epilepsy, idiopathic generalized, 10}
PS600669	614847	{Epilepsy, idiopathic generalized, susceptibility to, 12}
PS600669	616685	{Epilepsy, idiopathic generalized, susceptibility to, 14}
PS600669	618357	{Epilepsy, idiopathic generalized, susceptibility to, 15}
PS600669	618596	{Epilepsy, idiopathic generalized, susceptibility to, 16}
PS600721	D-2-hydroxyglutaric aciduria
PS600721	600721	D-2-hydroxyglutaric aciduria
PS600721	613657	D-2-hydroxyglutaric aciduria 2
PS600803	Gallbladder disease
PS600803	600803	Gallbladder disease 1
PS600803	609918	Gallbladder disease 2
PS600803	609919	Gallbladder disease 3
PS600803	611465	{Gallbladder disease 4}
PS601068	Epilepsy, familial adult myoclonic
PS601068	601068	Epilepsy, familial adult myoclonic, 1
PS601068	607876	Epilepsy, familial adult myoclonic, 2
PS601068	613608	Epilepsy, familial adult myoclonic, 3
PS601068	615127	?Epilepsy, myoclonic, familial adult, 4
PS601068	615400	?Epilepsy, myoclonic, familial adult, 5
PS601068	618074	?Epilepsy, familial adult myoclonic, 6
PS601068	618075	?Epilepsy, familial adult myoclonic, 7
PS601144	Brugada syndrome
PS601144	601144	Brugada syndrome 1
PS601144	611777	Brugada syndrome 2
PS601144	611875	Brugada syndrome 3
PS601144	611876	Brugada syndrome 4
PS601144	612838	Brugada syndrome 5
PS601144	612838	Cardiac conduction defect, nonspecific
PS601144	613119	?Brugada syndrome 6
PS601144	613120	Brugada syndrome 7
PS601144	613120	Atrial fibrillation, familial, 16
PS601144	613123	Brugada syndrome 8
PS601144	616399	Brugada syndrome 9
PS601198	Hypocalcemia
PS601198	601198	Hypocalcemia, autosomal dominant
PS601198	601198	Hypocalcemia, autosomal dominant, with Bartter syndrome
PS601198	615361	Hypocalcemia, autosomal dominant 2
PS601228	Polyposis syndrome, hereditary mixed
PS601228	601228	{Colorectal cancer, susceptibility to, 4}
PS601228	601228	Polyposis syndrome, hereditary mixed 1
PS601228	610069	Polyposis syndrome, hereditary mixed, 2
PS601390	Van Maldergem syndrome
PS601390	601390	Van Maldergem syndrome 1
PS601390	615546	Van Maldergem syndrome 2
PS601419	Myopathy, myofibrillar
PS601419	182920	Myopathy, spheroid body
PS601419	601419	Myopathy, myofibrillar, 1
PS601419	603689	Myopathy, myofibrillar, 9, with early respiratory failure
PS601419	608810	Myopathy, myofibrillar, 2
PS601419	609200	Myopathy, myofibrillar, 3
PS601419	609452	Myopathy, myofibrillar, 4
PS601419	609524	Myopathy, myofibrillar, 5
PS601419	612954	Myopathy, myofibrillar, 6
PS601419	613869	Myopathy, myofibrillar, fatal infantile hypertonic, alpha-B crystallin-related
PS601419	617114	Myopathy, myofibrillar, 7
PS601419	617258	Myopathy, myofibrillar, 8
PS601419	619040	Myofibrillar myopathy 10
PS601419	619178	Myofibrillar myopathy 11
PS601462	Myasthenic syndrome, congenital
PS601462	254210	Myasthenic syndrome, congenital, 6, presynaptic
PS601462	254300	Myasthenic syndrome, congenital, 10
PS601462	601462	Myasthenic syndrome, congenital, 1A, slow-channel
PS601462	603034	Myasthenic syndrome, congenital, 5
PS601462	605809	Myasthenic syndrome, congenital, 4A, slow-channel
PS601462	608930	Myasthenic syndrome, congenital, 1B, fast-channel
PS601462	608931	Myasthenic syndrome, congenital, 4C, associated with acetylcholine receptor deficiency
PS601462	610542	Myasthenia, congenital, 12, with tubular aggregates
PS601462	614198	Myasthenic syndrome, congenital, 16
PS601462	614750	Myasthenic syndrome, congenital, 13, with tubular aggregates
PS601462	615120	Myasthenic syndrome, congenital, 8, with pre- and postsynaptic defects
PS601462	616040	Myasthenic syndrome, congenital, 7A, presynaptic, and distal motor neuropathy, autosomal dominant
PS601462	616224	Myasthenic syndrome, congenital, 22
PS601462	616227	?Myasthenic syndrome, congenital, 15, without tubular aggregates
PS601462	616228	Myasthenic syndrome, congenital, 14, with tubular aggregates
PS601462	616304	?Myasthenic syndrome, congenital, 17
PS601462	616313	Myasthenic syndrome, congenital, 2A, slow-channel
PS601462	616314	?Myasthenic syndrome, congenital, 2C, associated with acetylcholine receptor deficiency
PS601462	616321	?Myasthenic syndrome, congenital, 3A, slow-channel
PS601462	616322	Myasthenic syndrome, congenital, 3B, fast-channel
PS601462	616323	?Myasthenic syndrome, congenital, 3C, associated with acetylcholine receptor deficiency
PS601462	616324	Myasthenic syndrome, congenital, 4B, fast-channel
PS601462	616325	Myasthenic syndrome, congenital, 9, associated with acetylcholine receptor deficiency
PS601462	616326	Myasthenic syndrome, congenital, 11, associated with acetylcholine receptor deficiency
PS601462	616330	?Myasthenic syndrome, congenital, 18
PS601462	616720	Myasthenic syndrome, congenital, 19
PS601462	617143	Myasthenic syndrome, congenital, 20, presynaptic
PS601462	617239	Myasthenic syndrome, congenital, 21, presynaptic
PS601462	618197	Myasthenic syndrome, congenital, 23, presynaptic
PS601462	618198	Myasthenic syndrome, congenital, 24, presynaptic
PS601462	618323	Myasthenic syndrome, congenital, 25
PS601462	619461	Myasthenic syndrome, congenital, 7B, presynaptic, autosomal recessive
PS601471	Facial paresis, hereditary congenital
PS601471	601471	Facial paresis, hereditary congenital, 1
PS601471	604185	Facial paresis, hereditary congenital, 2
PS601471	614744	Facial paresis, hereditary congenital, 3
PS601495	Agammaglobulinemia
PS601495	300310	?Immunodeficiency 61
PS601495	300755	Agammaglobulinemia, X-linked 1
PS601495	601495	Agammaglobulinemia 1
PS601495	612692	Agammaglobulinemia 6
PS601495	613500	Agammaglobulinemia 2
PS601495	613501	Agammaglobulinemia 3
PS601495	613502	?Agammaglobulinemia 4
PS601495	613506	?Agammaglobulinemia 5
PS601495	615214	?Agammaglobulinemia 7, autosomal recessive
PS601495	616941	Agammaglobulinemia 8, autosomal dominant
PS601675	Trichothiodystrophy
PS601675	234050	Trichothiodystrophy 4, nonphotosensitive
PS601675	300953	Trichothiodystrophy 5, nonphotosensitive
PS601675	601675	Trichothiodystrophy 1, photosensitive
PS601675	616390	Trichothiodystrophy 2, photosensitive
PS601675	616395	Trichothiodystrophy 3, photosensitive
PS601675	616943	Trichothiodystrophy 6, nonphotosensitive
PS601675	618546	Trichothiodystrophy 7, nonphotosensitive
PS601678	Bartter syndrome
PS601678	241200	Bartter syndrome, type 2
PS601678	300971	Bartter syndrome, type 5, antenatal, transient
PS601678	601678	Bartter syndrome, type 1
PS601678	602522	Bartter syndrome, type 4a
PS601678	602522	Sensorineural deafness with mild renal dysfunction
PS601678	607364	Bartter syndrome, type 3
PS601678	613090	Bartter syndrome, type 4b, digenic
PS601764	Seizures, benign familial infantile
PS601764	601764	Seizures, benign familial infantile, 1
PS601764	605751	Seizures, benign familial infantile, 2
PS601764	607745	Seizures, benign familial infantile, 3
PS601764	610353	Epilepsy, nocturnal frontal lobe, type 4
PS601764	612627	Seizures, benign familial infantile, 4
PS601764	617080	Seizures, benign familial infantile, 5
PS602014	Hypomagnesemia
PS602014	154020	Hypomagnesemia 2, renal
PS602014	248190	Hypomagnesemia 5, renal, with ocular involvement
PS602014	248250	Hypomagnesemia 3, renal
PS602014	602014	Hypomagnesemia 1, intestinal
PS602014	611718	Hypomagnesemia 4, renal
PS602014	613882	Hypomagnesemia 6, renal
PS602483	Auriculocondylar syndrome
PS602483	602483	Auriculocondylar syndrome 1
PS602483	614669	Auriculocondylar syndrome 2
PS602483	615706	Auriculocondylar syndrome 3
PS603041	Mitochondrial DNA depletion syndrome
PS603041	203700	Mitochondrial DNA depletion syndrome 4A (Alpers type)
PS603041	212350	Sengers syndrome
PS603041	245400	Mitochondrial DNA depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)
PS603041	251880	Mitochondrial DNA depletion syndrome 3 (hepatocerebral type)
PS603041	256810	Mitochondrial DNA depletion syndrome 6 (hepatocerebral type)
PS603041	271245	Mitochondrial DNA depletion syndrome 7 (hepatocerebral type)
PS603041	603041	Mitochondrial DNA depletion syndrome 1 (MNGIE type)
PS603041	609560	Mitochondrial DNA depletion syndrome 2 (myopathic type)
PS603041	612073	Mitochondrial DNA depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)
PS603041	612075	Mitochondrial DNA depletion syndrome 8B (MNGIE type)
PS603041	612075	Mitochondrial DNA depletion syndrome 8A (encephalomyopathic type with renal tubulopathy)
PS603041	613662	Mitochondrial DNA depletion syndrome 4B (MNGIE type)
PS603041	615084	Mitochondrial DNA depletion syndrome 11
PS603041	615418	Mitochondrial DNA depletion syndrome 12B (cardiomyopathic type) AR
PS603041	615471	Mitochondrial DNA depletion syndrome 13 (encephalomyopathic type)
PS603041	616896	?Mitochondrial DNA depletion syndrome 14 (encephalocardiomyopathic type)
PS603041	617156	?Mitochondrial DNA depletion syndrome 15 (hepatocerebral type)
PS603041	617184	Mitochondrial DNA depletion syndrome 12A (cardiomyopathic type) AD
PS603041	618528	?Mitochondrial DNA depletion syndrome 16 (hepatic type)
PS603041	618567	?Mitochondrial DNA depletion syndrome 17
PS603041	618811	?Mitochondrial DNA depletion syndrome 18
PS603041	618972	?Mitochondrial DNA depletion syndrome 19
PS603041	619425	?Mitochondrial DNA depletion syndrome 16B (neuroophthalmic type)
PS603075	Macular degeneration, age-related
PS603075	153800	{Macular degeneration, age-related, 2}
PS603075	603075	{Macular degeneration, age-related, reduced risk of}
PS603075	603075	{?Macular degeneration, age-related}
PS603075	603075	{Macular degeneration, age-related, 1}
PS603075	608895	Macular degeneration, age-related, 3
PS603075	608895	Neuropathy, hereditary, with or without age-related macular degeneration
PS603075	610149	{Macular degeneration, age-related, 7}
PS603075	610149	{Macular degeneration, age-related, neovascular type}
PS603075	610698	{Macular degeneration, age-related, 4}
PS603075	611378	{Macular degeneration, age-related, 9}
PS603075	611488	Macular degeneration, age-related, 10
PS603075	611953	{Macular degeneration, age-related, 11}
PS603075	613757	?Macular degeneration, age-related, 6
PS603075	613761	{Macular degeneration, age-related, susceptibility to, 5}
PS603075	613778	{Macular degeneration, age-related, 8}
PS603075	613784	{Macular degeneration, age-related, 12}
PS603075	615439	{Macular degeneration, age-related, 13, susceptibility to}
PS603075	615489	{Macular degeneration, age-related, 14, reduced risk of}
PS603075	615591	{Macular degeneration, age-related, 15, susceptibility to}
PS603165	Dermatitis, atopic
PS603165	603165	{Dermatitis, atopic, susceptibility to, 1}
PS603165	605803	{Dermatitis, atopic, susceptibility to, 2}
PS603165	605804	{Dermatitis, atopic, susceptibility to, 3}
PS603165	605805	{Dermatitis, atopic, susceptibility to, 4}
PS603165	605844	{Dermatitis, atopic, susceptibility to, 5}
PS603165	605845	{Dermatitis, atopic, susceptibility to, 6}
PS603165	613064	{Dermatitis, atopic, susceptibility to, 7}
PS603165	613518	{Dermatitis, atopic, susceptibility to, 8}
PS603165	613519	{Dermatitis, atopic, susceptibility to, 9}
PS603278	Focal segmental glomerulosclerosis
PS603278	256020	Focal segmental glomerulosclerosis 10
PS603278	603278	Glomerulosclerosis, focal segmental, 1
PS603278	603965	Glomerulosclerosis, focal segmental, 2
PS603278	607832	Glomerulosclerosis, focal segmental, 3
PS603278	612551	{End-stage renal disease, nondiabetic, susceptibility to}
PS603278	612551	{Glomerulosclerosis, focal segmental, 4, susceptibility to}
PS603278	613237	Glomerulosclerosis, focal segmental, 5
PS603278	614131	Glomerulosclerosis, focal segmental, 6
PS603278	616002	Glomerulosclerosis, focal segmental, 7
PS603278	616032	Focal segmental glomerulosclerosis 8
PS603278	616220	Focal segmental glomerulosclerosis 9
PS603387	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome
PS603387	603387	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 1
PS603387	615937	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 2
PS603387	615938	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome 3
PS603511	Muscular dystrophy, limb-girdle, autosomal dominant
PS603511	158810	Bethlem myopathy 1
PS603511	603511	Muscular dystrophy, limb-girdle, autosomal dominant 1
PS603511	608423	Muscular dystrophy, limb-girdle, autosomal dominant 2
PS603511	609115	Muscular dystrophy, limb-girdle, autosomal dominant 3
PS603511	613530	Muscular dystrophy, limb-girdle, type 1H
PS603511	618129	Muscular dystrophy, limb-girdle, autosomal dominant 4
PS603933	Microvascular complications of diabetes
PS603933	603933	{Microvascular complications of diabetes 1}
PS603933	612623	{Microvascular complications of diabetes 2}
PS603933	612624	{Microvascular complications of diabetes 3}
PS603933	612628	{Microvascular complications of diabetes 4}
PS603933	612633	{Microvascular complications of diabetes 5}
PS603933	612634	{Microvascular complications of diabetes 6}
PS603933	612635	{Microvascular complications of diabetes 7}
PS604004	Leukoencephalopathy, megalencephalic
PS604004	604004	Megalencephalic leukoencephalopathy with subcortical cysts
PS604004	613925	Megalencephalic leukoencephalopathy with subcortical cysts 2A
PS604004	613926	Megalencephalic leukoencephalopathy with subcortical cysts 2B, remitting, with or without mental retardation
PS604169	Left ventricular noncompaction
PS604169	601493	Cardiomyopathy, dilated, 1C, with or without LVNC
PS604169	601493	Left ventricular noncompaction 3
PS604169	601493	Cardiomyopathy, hypertrophic, 24
PS604169	601494	Cardiomyopathy, dilated, 1D
PS604169	601494	Left ventricular noncompaction 6
PS604169	604169	Left ventricular noncompaction 1, with or without congenital heart defects
PS604169	609470	Left ventricular noncompaction 2
PS604169	611878	Left ventricular noncompaction 9
PS604169	611878	Cardiomyopathy, dilated, 1Y
PS604169	613424	Left ventricular noncompaction 4
PS604169	613424	Cardiomyopathy, dilated, 1R
PS604169	613426	Cardiomyopathy, dilated, 1S
PS604169	613426	Left ventricular noncompaction 5
PS604169	615092	Left ventricular noncompaction 7
PS604169	615373	Left ventricular noncompaction 8
PS604169	615373	Cardiomyopathy, dilated, 1LL
PS604169	615396	Left ventricular noncompaction 10
PS604169	615396	Cardiomyopathy, dilated, 1MM
PS604233	Epilepsy, generalized, with febrile seizures plus
PS604233	604233	Epilepsy, generalized, with febrile seizures plus, type 1
PS604233	604403	Epilepsy, generalized, with febrile seizures plus, type 2
PS604233	604403	Febrile seizures, familial, 3A
PS604233	607681	Epilepsy, generalized, with febrile seizures plus, type 3
PS604233	607681	Febrile seizures, familial, 8
PS604233	609800	Epilepsy, generalized, with febrile seizures plus, type 4
PS604233	612279	Epilepsy, generalized, with febrile seizures plus, type 6
PS604233	613060	{Epilepsy, idiopathic generalized, 10}
PS604233	613060	{Epilepsy, generalized, with febrile seizures plus, type 5, susceptibility to}
PS604233	613060	{Epilepsy, juvenile myoclonic, susceptibility to}
PS604233	613828	Epilepsy, generalized, with febrile seizures plus, type 8
PS604233	613863	Generalized epilepsy with febrile seizures plus, type 7
